Name,Location,Height,Weight,Ranking,NationalRank,PositionRank,StateRank,State,Position,Year,School,Type,count,loc_inside_parens,location_name,Location_Clean,lat,long,School_Clean,School_City,college_lat,college_long,Date,disFromHS_m,miles_away,University
CJ Nelson,"Richland (North Richland Hills, TX)",6-0,175,89,NA,68,64,TX,WR,2022,Houston,Commit,2,"North Richland Hills, TX",Richland,"Richland High School, North Richland Hills, TX",32.8342952,-97.2289029,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,384252.82990220294,239,University of Houston
Anthony Holmes Jr.,"Westfield (Houston, TX)",6-2,293,87,NA,90,98,TX,DL,2022,Houston,Commit,5,"Houston, TX",Westfield,"Westfield High School, Houston, TX",29.7589382,-95.3676974,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,0,0,University of Houston
Dorian Friend,"Spring High (Spring, TX)",5-9,160,87,NA,67,107,TX,CB,2022,Houston,Commit,5,"Spring, TX",Spring High,"Spring High High School, Spring, TX",30.0795707,-95.4187924,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,35883.286424169004,22,University of Houston
Treylin Payne,"Judson (Converse, TX)",6-0,200,87,NA,78,115,TX,LB,2022,Houston,Commit,5,"Converse, TX",Judson,"Judson High School, Converse, TX",29.5180081,-98.3161241,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,286746.4445638323,178,University of Houston
Demetrius Hunter,"West Orange-Stark (Orange, TX)",6-2,315,87,NA,37,120,TX,IOL,2022,Houston,Commit,5,"Orange, TX",West Orange-Stark,"West Orange-Stark High School, Orange, TX",30.1228634,-93.9041169,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,146943.73452693317,91,University of Houston
Zykeius Strong,"Hutchinson C.C. (Hutchinson, KS)",6-6,255,87,15,1,3,KS,Edge,2022,Houston,Commit,5,"Hutchinson, KS",Hutchinson C.C.,"Hutchinson C.C. High School, Hutchinson, KS",38.0608444,-97.9297743,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,950732.364808822,591,University of Houston
Trent McGaughey,"Conroe (Conroe, TX)",6-3,224,85,NA,71,155,TX,TE,2022,Houston,Commit,7,"Conroe, TX",Conroe,"Conroe High School, Conroe, TX",30.3118769,-95.4560512,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,61884.49798293584,38,University of Houston
Tevin Shaw,"Manvel (Manvel, TX)",6-5,285,85,NA,64,174,TX,IOL,2022,Houston,Commit,7,"Manvel, TX",Manvel,"Manvel High School, Manvel, TX",29.4664706,-95.355714,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,32439.618354230737,20,University of Houston
Nadame Tucker,"Hutchinson C.C. (Hutchinson, KS)",6-3,235,85,42,7,16,KS,Edge,2022,Houston,Commit,7,"Hutchinson, KS",Hutchinson C.C.,"Hutchinson C.C. High School, Hutchinson, KS",38.0608444,-97.9297743,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,950732.364808822,591,University of Houston
Amipeleasi Langi Jr,"Independence C.C. (Independence, KS)",6-6,335,85,48,9,17,KS,DL,2022,Houston,Commit,7,"Independence, KS",Independence C.C.,"Independence C.C. High School, Independence, KS",37.2242358,-95.7083131,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,828607.8577945954,515,University of Houston
Justice Ugo,"Blinn College (Brenham, TX)",6-3,186,85,54,7,6,TX,S,2022,Houston,Commit,7,"Brenham, TX",Blinn College,"Blinn College High School, Brenham, TX",30.1668828,-96.3977442,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,109222.81447284269,68,University of Houston
Karson Jones,"Frenship (Wolfforth, TX)",6-5,290,84,NA,160,210,TX,OT,2022,Houston,Commit,1,"Wolfforth, TX",Frenship,"Frenship High School, Wolfforth, TX",33.5059189,-102.009057,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,754424.0072810767,469,University of Houston
Bryan Henry,"Belton (Belton, TX)",6-3,230,83,NA,107,227,TX,TE,2022,Houston,Commit,3,"Belton, TX",Belton,"Belton High School, Belton, TX",31.0560132,-97.464453,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,247516.6870878894,154,University of Houston
Logan Compton,"New Mexico Military Institute (Roswell, NM)",6-5,240,83,86,2,4,NM,TE,2022,Houston,Commit,3,"Roswell, NM",New Mexico Military Institute,"New Mexico Military Institute High School, Roswell, NM",33.3943282,-104.5229518,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,957478.6367190937,595,University of Houston
Abdul-Lateef Audu,"College of the Canyons (Valencia, CA)",6-0,185,83,109,18,20,CA,CB,2022,Houston,Commit,3,"Valencia, CA",College of the Canyons,"College of the Canyons High School, Valencia, CA",34.4269711,-118.604298,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,2248260.5792949973,1397,University of Houston
Trevor Helburg,"Crosby (Crosby, TX)",6-0,175,79,NA,8,300,TX,K,2022,Houston,Commit,1,"Crosby, TX",Crosby,"Crosby High School, Crosby, TX",33.5778818,-101.2855737,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,702801.2055957234,437,University of Houston
Quardale Patt,"Stafford (Stafford, TX)",6-4,240,86,NA,126,136,TX,DL,2022,Houston,Commit,2,"Stafford, TX",Stafford,"Stafford High School, Stafford, TX",29.6160671,-95.5577221,University of houston,"Houston, TX",29.7589382,-95.3676974,2022-01-01,24270.753575194376,15,University of Houston
Mikal Harrison-Pilot,"Temple (Temple, TX)",6-0,190,94,153,10,28,TX,WR,2023,Houston,Commit,1,"Temple, TX",Temple,"Temple High School, Temple, TX",31.0983747,-97.3429563,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,240944.23737204433,150,University of Houston
Jonah Wilson,"Dekaney (Houston, TX)",6-2,195,91,NA,36,48,TX,WR,2023,Houston,Commit,1,"Houston, TX",Dekaney,"Dekaney High School, Houston, TX",29.7589382,-95.3676974,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,0,0,University of Houston
Justin Benton,"Newton (Covington, GA)",6-1,280,88,NA,60,53,GA,DL,2023,Houston,Commit,6,"Covington, GA",Newton,"Newton High School, Covington, GA",33.5966005,-83.8598742,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,1170350.0826031198,727,University of Houston
Parker Jenkins,"Klein Forest (Houston, TX)",5-10,185,88,NA,36,89,TX,RB,2023,Houston,Commit,6,"Houston, TX",Klein Forest,"Klein Forest High School, Houston, TX",29.7589382,-95.3676974,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,0,0,University of Houston
Johnsley Barbas,"Centennial (Roswell, GA)",5-11,165,87,NA,76,84,GA,S,2023,Houston,Commit,5,"Roswell, GA",Centennial,"Centennial High School, Roswell, GA",34.02332,-84.360022,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,1142822.3344563732,710,University of Houston
Michael Patterson,"Fort Bend Marshall (Missouri City, TX)",5-10,165,87,NA,93,133,TX,CB,2023,Houston,Commit,5,"Missouri City, TX",Fort Bend Marshall,"Fort Bend Marshall High School, Missouri City, TX",29.6185669,-95.5377215,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,22647.38671947711,14,University of Houston
Latreveon McCutchin,"LBJ (Austin, TX)",6-2,205,87,NA,76,136,TX,LB,2023,Houston,Commit,5,"Austin, TX",LBJ,"LBJ High School, Austin, TX",30.2711286,-97.7436995,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,236138.88733408818,147,University of Houston
Ja'Koby Banks,"Fort Bend Marshall (Missouri City, TX)",5-9,175,87,NA,130,139,TX,WR,2023,Houston,Commit,5,"Missouri City, TX",Fort Bend Marshall,"Fort Bend Marshall High School, Missouri City, TX",29.6185669,-95.5377215,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,22647.38671947711,14,University of Houston
Jalyn Stanford,"Jenks (Jenks, OK)",5-11,185,86,NA,97,14,OK,ATH,2023,Houston,Commit,5,"Jenks, OK",Jenks,"Jenks High School, Jenks, OK",36.0228734,-95.9683278,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,696953.5408577531,433,University of Houston
Juwon Gaston,"Northeast Mississippi C.C. (Booneville, MS)",5-11,187,86,68,6,16,MS,S,2023,Houston,Commit,5,"Booneville, MS",Northeast Mississippi C.C.,"Northeast Mississippi C.C. High School, Booneville, MS",34.6555212,-88.5634361,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,840045.4696493713,522,University of Houston
Caleb McMickle,"Fellowship Christian School (Roswell, GA)",6-1,190,85,NA,61,125,GA,QB,2023,Houston,Commit,8,"Roswell, GA",Fellowship Christian School,"Fellowship Christian School High School, Roswell, GA",34.02332,-84.360022,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,1142822.3344563732,710,University of Houston
Jamaal Shaw,"West Orange-Stark (Orange, TX)",6-1,180,85,NA,122,229,TX,ATH,2023,Houston,Commit,8,"Orange, TX",West Orange-Stark,"West Orange-Stark High School, Orange, TX",30.1228634,-93.9041169,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,146943.73452693317,91,University of Houston
Chris Pearson,"Orange Beach (Orange Beach, AL)",6-1,190,85,NA,123,53,AL,S,2023,Houston,Commit,8,"Orange Beach, AL",Orange Beach,"Orange Beach High School, Orange Beach, AL",30.2943681,-87.5735935,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,754011.952469481,469,University of Houston
Jett Runion,"Aubrey (Aubrey, TX)",6-5,230,85,NA,156,250,TX,DL,2023,Houston,Commit,8,"Aubrey, TX",Aubrey,"Aubrey High School, Aubrey, TX",33.3142085,-96.9756323,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,422726.2504589219,263,University of Houston
Ja'Ryan Wallace,"Braswell (Denton, TX)",6-3,185,84,NA,243,264,TX,WR,2023,Houston,Commit,5,"Denton, TX",Braswell,"Braswell High School, Denton, TX",33.1838787,-97.1413417,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,415452.627581569,258,University of Houston
Cayden Bowie,"Memorial (Port Arthur, TX)",6-3,290,84,NA,116,276,TX,OT,2023,Houston,Commit,5,"Port Arthur, TX",Memorial,"Memorial High School, Port Arthur, TX",29.8716577,-93.9332302,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,139222.8735260971,87,University of Houston
Sergio Snider,"Martin (Arlington, TX)",5-10,185,84,NA,118,290,TX,RB,2023,Houston,Commit,5,"Arlington, TX",Martin,"Martin High School, Arlington, TX",32.7355816,-97.1071186,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,369271.3161254272,229,University of Houston
Re'Shaun Sanford II,"Harker Heights (Harker Heights, TX)",5-7,165,83,NA,129,309,TX,RB,2023,Houston,Commit,2,"Harker Heights, TX",Harker Heights,"Harker Heights High School, Harker Heights, TX",31.0746347,-97.6590473,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,264076.2476906881,164,University of Houston
Indiana Wijay,"Pasadena (Pasadena, CA)",6-4,200,82,NA,126,276,CA,QB,2023,Houston,Commit,1,"Pasadena, CA",Pasadena,"Pasadena High School, Pasadena, CA",34.1476507,-118.144155,University of houston,"Houston, TX",29.7589382,-95.3676974,2023-01-01,2202581.680592881,1369,University of Houston
Jayshon Ridgle,"Athens (Athens, AL)",6-0,204,91,NA,13,16,AL,ATH,2024,Houston,Commit,1,"Athens, AL",Athens,"Athens High School, Athens, AL",34.8045487,-86.9711698,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,968245.0038108878,602,University of Houston
J'Marion Burnette,"Andalusia (Andalusia, AL)",6-1,220,90,NA,19,22,AL,RB,2024,Houston,Commit,2,"Andalusia, AL",Andalusia,"Andalusia High School, Andalusia, AL",31.3080607,-86.482424,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,869538.4812818872,540,University of Houston
Maurice Williams II,"Shadow Creek (Pearland, TX)",6-0,200,89,NA,39,60,TX,S,2024,Houston,Commit,3,"Pearland, TX",Shadow Creek,"Shadow Creek High School, Pearland, TX",29.5639758,-95.2864299,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,22998.551421369073,14,University of Houston
Koby Young,"Holy Cross (New Orleans, LA)",5-11,175,88,NA,104,21,LA,WR,2024,Houston,Commit,8,"New Orleans, LA",Holy Cross,"Holy Cross High School, New Orleans, LA",29.9559145,-90.0730259,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,512011.96653404733,318,University of Houston
Darius Washington,"Lake Ridge (Mansfield, TX)",6-5,235,88,NA,94,109,TX,DL,2024,Houston,Commit,8,"Mansfield, TX",Lake Ridge,"Lake Ridge High School, Mansfield, TX",32.563487,-97.1420308,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,353969.04636471916,220,University of Houston
Traville Frederick Jr.,"Jeanerette (Jeanerette, LA)",6-3,228,87,NA,50,30,LA,TE,2024,Houston,Commit,8,"Jeanerette, LA",Jeanerette,"Jeanerette High School, Jeanerette, LA",29.9110378,-91.6634484,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,358380.1974190565,223,University of Houston
Derek Joiner,"Grandview (Grandview, MO)",6-3,285,87,NA,79,21,MO,IOL,2024,Houston,Commit,8,"Grandview, MO",Grandview,"Grandview High School, Grandview, MO",38.8898478,-94.5313816,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,1015789.1966474206,631,University of Houston
Ray'Quan Bell,"Westfield (Houston, TX)",6-4,305,86,NA,106,176,TX,IOL,2024,Houston,Commit,7,"Houston, TX",Westfield,"Westfield High School, Houston, TX",29.7589382,-95.3676974,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,0,0,University of Houston
Xavier Stillman,"Hutchinson C.C. (Hutchinson, KS)",6-3,305,86,48,13,14,KS,DL,2024,Houston,Commit,7,"Hutchinson, KS",Hutchinson C.C.,"Hutchinson C.C. High School, Hutchinson, KS",38.0608444,-97.9297743,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,950732.364808822,591,University of Houston
Larry Crawford,"Georgia Military (Milledgeville, GA)",6-4,275,86,62,5,1,GA,IOL,2024,Houston,Commit,7,"Milledgeville, GA",Georgia Military,"Georgia Military High School, Milledgeville, GA",33.0801429,-83.2320991,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,1210344.1063377543,752,University of Houston
Ronnell McLain,"DeSoto (DeSoto, TX)",6-4,310,85,NA,123,214,TX,IOL,2024,Houston,Commit,4,"DeSoto, TX",DeSoto,"DeSoto High School, DeSoto, TX",32.5897831,-96.857018299999993,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,344468.5564531739,214,University of Houston
DJ Butler,"WP Davidson (Mobile, AL)",6-0,185,85,NA,105,82,AL,RB,2024,Houston,Commit,4,"Mobile, AL",WP Davidson,"WP Davidson High School, Mobile, AL",30.6913462,-88.0437509,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,712460.0961470612,443,University of Houston
Zion Taylor,"Shadow Creek (Pearland, TX)",6-1,240,84,NA,145,299,TX,Edge,2024,Houston,Commit,6,"Pearland, TX",Shadow Creek,"Shadow Creek High School, Pearland, TX",29.5639758,-95.2864299,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,22998.551421369073,14,University of Houston
Kaleb Thomas,"North Shore (Houston, TX)",6-3,225,84,NA,107,311,TX,TE,2024,Houston,Commit,6,"Houston, TX",North Shore,"North Shore High School, Houston, TX",29.7589382,-95.3676974,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,0,0,University of Houston
Hingano Hautau,"Foothill College (Los Altos, CA)",6-6,325,83,128,12,25,CA,OT,2024,Houston,Commit,2,"Los Altos, CA",Foothill College,"Foothill College High School, Los Altos, CA",37.3790629,-122.116578,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,2612798.571156162,1624,University of Houston
Demarcus Johnson,"Fort Bend Marshall (Missouri City, TX)",6-7,250,88,NA,95,110,TX,DL,2024,Houston,Commit,8,"Missouri City, TX",Fort Bend Marshall,"Fort Bend Marshall High School, Missouri City, TX",29.6185669,-95.5377215,University of houston,"Houston, TX",29.7589382,-95.3676974,2024-01-01,22647.38671947711,14,University of Houston
Travis Buhake,"Mansfield Summit (Arlington, TX)",6-2,255,94,117,15,24,TX,DL,2025,Houston,Commit,1,"Arlington, TX",Mansfield Summit,"Mansfield Summit High School, Arlington, TX",32.7355816,-97.1071186,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,369271.3161254272,229,University of Houston
Demetris Dean II,"Jasper (Jasper, TX)",6-4,280,91,NA,28,37,TX,OT,2025,Houston,Commit,2,"Jasper, TX",Jasper,"Jasper High School, Jasper, TX",30.7485258,-94.000884,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,171280.00280726937,106,University of Houston
Zaylen Cormier,"Heights (Houston, TX)",5-11,180,89,NA,27,66,TX,WR,2025,Houston,Commit,4,"Houston, TX",Heights,"Heights High School, Houston, TX",29.7589382,-95.3676974,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,0,0,University of Houston
Kenzy West,"Hartfield Academy (Flowood, MS)",6-0.5,185,89,NA,28,17,MS,ATH,2025,Houston,Commit,4,"Flowood, MS",Hartfield Academy,"Hartfield Academy High School, Flowood, MS",32.3092861,-90.1386811,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,573616.5890295701,356,University of Houston
Jacory Thurman,"Worthing (Houston, TX)",6-3,225,88,NA,35,81,TX,TE,2025,Houston,Commit,4,"Houston, TX",Worthing,"Worthing High School, Houston, TX",29.7589382,-95.3676974,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,0,0,University of Houston
Austin Carlisle,"Ridge Point (Missouri City, TX)",5-10.5,185,88,NA,40,86,TX,QB,2025,Houston,Commit,4,"Missouri City, TX",Ridge Point,"Ridge Point High School, Missouri City, TX",29.6185669,-95.5377215,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,22647.38671947711,14,University of Houston
Reshad Sterling,"Lutcher (Lutcher, LA)",6-2.5,225,88,NA,55,23,LA,Edge,2025,Houston,Commit,4,"Lutcher, LA",Lutcher,"Lutcher High School, Lutcher, LA",30.0404796,-90.6989797,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,451966.35802706116,281,University of Houston
Eythan Thompson,"La Vega (Waco, TX)",6-3,310,87,NA,65,119,TX,DL,2025,Houston,Commit,7,"Waco, TX",La Vega,"La Vega High School, Waco, TX",31.5491899,-97.1474628,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,261697.95470049366,163,University of Houston
DK Mays,"Central (Baton Rouge, LA)",6-4,250,87,NA,93,28,LA,DL,2025,Houston,Commit,7,"Baton Rouge, LA",Central,"Central High School, Baton Rouge, LA",30.4494155,-91.1869659,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,410139.4990649172,255,University of Houston
Richmond Ugochukwu,"Berkner (Richardson, TX)",6-0.5,205,87,NA,102,127,TX,LB,2025,Houston,Commit,7,"Richardson, TX",Berkner,"Berkner High School, Richardson, TX",32.9481789,-96.7297206,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,376597.161455192,234,University of Houston
Blake Hogshooter,"Bixby (Bixby, OK)",6-4,190,87,NA,140,19,OK,WR,2025,Houston,Commit,7,"Bixby, OK",Bixby,"Bixby High School, Bixby, OK",35.9420431,-95.8833235,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,687413.2552832642,427,University of Houston
Carmello Brooks,"Paetow (Katy, TX)",6-3,275,87,NA,101,153,TX,DL,2025,Houston,Commit,7,"Katy, TX",Paetow,"Paetow High School, Katy, TX",29.7857853,-95.8243956,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,44265.45279640287,28,University of Houston
Sheldon Rice,"Fulshear (Fulshear, TX)",6-2.5,220,87,NA,74,158,TX,DL,2025,Houston,Commit,7,"Fulshear, TX",Fulshear,"Fulshear High School, Fulshear, TX",29.690292,-95.8996261,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,52024.371694001566,32,University of Houston
Sean Terrell,"Klein Oak (Spring, TX)",6-5,280,86,NA,94,183,TX,OT,2025,Houston,Commit,11,"Spring, TX",Klein Oak,"Klein Oak High School, Spring, TX",30.0795707,-95.4187924,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,35883.286424169004,22,University of Houston
Chance Bryant,"Fulshear (Fulshear, TX)",6-2.5,240,86,NA,93,186,TX,DL,2025,Houston,Commit,11,"Fulshear, TX",Fulshear,"Fulshear High School, Fulshear, TX",29.690292,-95.8996261,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,52024.371694001566,32,University of Houston
Wyatt Herbel,"Cy-Fair (Cypress, TX)",6-3,210,86,NA,79,199,TX,TE,2025,Houston,Commit,11,"Cypress, TX",Cy-Fair,"Cy-Fair High School, Cypress, TX",29.9691116,-95.6971686,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,39447.47283363314,25,University of Houston
Jaquise Martin,"Rudder (Bryan, TX)",5-10,180,85,NA,240,275,TX,WR,2025,Houston,Commit,10,"Bryan, TX",Rudder,"Rudder High School, Bryan, TX",30.6743643,-96.3699632,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,140032.03031279118,87,University of Houston
RJ Lee,"Second Baptist (Houston, TX)",6-8,335,84,NA,152,316,TX,OT,2025,Houston,Commit,6,"Houston, TX",Second Baptist,"Second Baptist High School, Houston, TX",29.7589382,-95.3676974,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,0,0,University of Houston
Tristan Jackson,"Choctawhatchee (Fort Walton Beach, FL)",6-0,200,84,NA,215,242,FL,LB,2025,Houston,Commit,6,"Fort Walton Beach, FL",Choctawhatchee,"Choctawhatchee High School, Fort Walton Beach, FL",30.4057552,-86.618842,University of houston,"Houston, TX",29.7589382,-95.3676974,2025-01-01,846274.5151011682,526,University of Houston
Jalen Martin,"Chandler Park Academy (Harper Woods, MI)",6-3,200,87,NA,91,17,MI,WR,2016,Iowa State,Commit,4,"Harper Woods, MI",Chandler Park Academy,"Chandler Park Academy High School, Harper Woods, MI",42.4333367,-82.9238847,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,883307.4629197925,549,Iowa State University
Sean Foster,"Carmel Catholic (Mundelein, IL)",6-8,285,87,NA,55,19,IL,OT,2016,Iowa State,Commit,4,"Mundelein, IL",Carmel Catholic,"Carmel Catholic High School, Mundelein, IL",42.263079,-88.0039653,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,464648.5955514921,289,Iowa State University
Lawrence White,"Ridgeview (Bakersfield, CA)",6-0,170,87,NA,50,65,CA,ATH,2016,Iowa State,Commit,4,"Bakersfield, CA",Ridgeview,"Ridgeview High School, Bakersfield, CA",35.3738712,-119.019463,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,2319669.8433843665,1441,Iowa State University
Chase Allen,"Nixa (Nixa, MO)",6-6,220,87,NA,32,6,MO,TE,2016,Iowa State,Commit,4,"Nixa, MO",Nixa,"Nixa High School, Nixa, MO",37.0433856,-93.2986635,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,553958.3412424263,344,Iowa State University
Dylan Soehner,"Prairie Grove (Prairie Grove, AR)",6-6,277,86,NA,68,7,AR,TE,2016,Iowa State,Commit,5,"Prairie Grove, AR",Prairie Grove,"Prairie Grove High School, Prairie Grove, AR",35.9774334,-94.3137353,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,674268.8560555471,419,Iowa State University
Kene Nwangwu,"Heritage (Frisco, TX)",6-0,182,86,NA,49,107,TX,RB,2016,Iowa State,Commit,5,"Frisco, TX",Heritage,"Heritage High School, Frisco, TX",33.1505998,-96.8238183,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,1024840.8319553697,637,Iowa State University
Eyioma Uwazurike,"Southfield-lathrup (Southfield, MI)",6-6,254,86,NA,37,21,MI,SDE,2016,Iowa State,Commit,5,"Southfield, MI",Southfield-lathrup,"Southfield-lathrup High School, Southfield, MI",42.4733689,-83.2218731,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,858761.4820529871,534,Iowa State University
Thadd Daniels,"Cerritos College (Norwalk, CA)",6-2,195,86,82,4,18,CA,S,2016,Iowa State,Commit,5,"Norwalk, CA",Cerritos College,"Cerritos College High School, Norwalk, CA",33.9092802,-118.0849169,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,2320685.810512527,1442,Iowa State University
David Montgomery,"Mt. Healthy (Cincinnati, OH)",5-10,210,86,NA,55,38,OH,RB,2016,Iowa State,Commit,5,"Cincinnati, OH",Mt. Healthy,"Mt. Healthy High School, Cincinnati, OH",39.1014537,-84.5124602,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,836111.130275969,520,Iowa State University
Jacob Park,"Northeastern Oklahoma A&M (Miami, OK)",6-4,202,85,118,4,4,OK,PRO,2016,Iowa State,Commit,1,"Miami, OK",Northeastern Oklahoma A&M,"Northeastern Oklahoma A&M High School, Miami, OK",36.8746177,-94.877374,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,582187.3867813785,362,Iowa State University
Deshaunte Jones,"Colerain (Cincinnati, OH)",5-10,170,84,NA,87,53,OH,ATH,2016,Iowa State,Commit,2,"Cincinnati, OH",Colerain,"Colerain High School, Cincinnati, OH",39.1014537,-84.5124602,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,836111.130275969,520,Iowa State University
JaQuan Bailey,"Raines (Jacksonville, FL)",6-2.5,245,84,NA,73,153,FL,WDE,2016,Iowa State,Commit,2,"Jacksonville, FL",Raines,"Raines High School, Jacksonville, FL",30.3321838,-81.655651,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,1682207.6370791881,1045,Iowa State University
Arnold Azunna,"Lake Ridge (Mansfield, TX)",6-0,187,83,NA,129,177,TX,CB,2016,Iowa State,Commit,3,"Mansfield, TX",Lake Ridge,"Lake Ridge High School, Mansfield, TX",32.563487,-97.1420308,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,1095505.6119136338,681,Iowa State University
D'Andre Payne,"Arizona Western College (Yuma, AZ)",5-9,185,83,157,18,14,AZ,CB,2016,Iowa State,Commit,3,"Yuma, AZ",Arizona Western College,"Arizona Western College High School, Yuma, AZ",32.723268,-114.6179954,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,2119153.428327857,1317,Iowa State University
Zeb Noland,"Oconee County (Watkinsville, GA)",6-3,215,82,NA,63,136,GA,PRO,2016,Iowa State,Commit,2,"Watkinsville, GA",Oconee County,"Oconee County High School, Watkinsville, GA",33.8628959,-83.4087709,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,1273413.4285116938,791,Iowa State University
Justin Stewart,"Golden West College (Huntington Beach, CA)",6-3,230,82,176,13,47,CA,WDE,2016,Iowa State,Commit,2,"Huntington Beach, CA",Golden West College,"Golden West College High School, Huntington Beach, CA",33.6783336,-118.000016,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,2326825.713546181,1446,Iowa State University
Tymar Sutton,"McKeesport (McKeesport, PA)",5-10,210,81,NA,121,43,PA,OLB,2016,Iowa State,Commit,2,"McKeesport, PA",McKeesport,"McKeesport High School, McKeesport, PA",40.3478472,-79.864215,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,1167459.5313192427,725,Iowa State University
